Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed,Correlate
3427,6/26/2020,8:00 AM,Assam,-,-,4033,9,6321,1
3428,6/26/2020,8:00 AM,Bihar,-,-,6441,57,8473,1
3429,6/26/2020,8:00 AM,Chandigarh,-,-,329,6,423,1
3430,6/26/2020,8:00 AM,Chhattisgarh,-,-,1755,12,2452,1
3431,6/26/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,32,0,155,1
3432,6/26/2020,8:00 AM,Delhi,-,-,44765,2429,73780,1
3433,6/26/2020,8:00 AM,Goa,-,-,335,2,995,1
3434,6/26/2020,8:00 AM,Gujarat,-,-,21498,1753,29520,1
3435,6/26/2020,8:00 AM,Haryana,-,-,7380,198,12463,1
3436,6/26/2020,8:00 AM,Himachal Pradesh,-,-,477,9,839,1
3437,6/26/2020,8:00 AM,Jammu and Kashmir,-,-,3967,90,6549,1
3438,6/26/2020,8:00 AM,Jharkhand,-,-,1605,12,2262,1
3439,6/26/2020,8:00 AM,Karnataka,-,-,6670,170,10560,1
3440,6/26/2020,8:00 AM,Kerala,-,-,1943,22,3726,1
3441,6/26/2020,8:00 AM,Ladakh,-,-,358,1,941,1
3442,6/26/2020,8:00 AM,Madhya Pradesh,-,-,9619,542,12596,1
3443,6/26/2020,8:00 AM,Maharashtra,-,-,77453,6931,147741,1
3444,6/26/2020,8:00 AM,Manipur,-,-,354,0,1056,1
3445,6/26/2020,8:00 AM,Meghalaya,-,-,42,1,46,0
3446,6/26/2020,8:00 AM,Mizoram,-,-,30,0,145,1
3447,6/26/2020,8:00 AM,Nagaland,-,-,160,0,355,1
3448,6/26/2020,8:00 AM,Odisha,-,-,4291,17,5962,1
3449,6/26/2020,8:00 AM,Puducherry,-,-,187,9,502,1
3450,6/26/2020,8:00 AM,Punjab,-,-,3192,120,4769,1
3451,6/26/2020,8:00 AM,Rajasthan,-,-,12840,379,16296,1
3452,6/26/2020,8:00 AM,Sikkim,-,-,39,0,85,0
3453,6/26/2020,8:00 AM,Tamil Nadu,-,-,39999,911,70977,1
3454,6/26/2020,8:00 AM,Telengana,-,-,4688,230,11364,1
3455,6/26/2020,8:00 AM,Tripura,-,-,1019,1,1290,1
3456,6/26/2020,8:00 AM,Uttarakhand,-,-,1758,36,2691,1
3457,6/26/2020,8:00 AM,Uttar Pradesh,-,-,13119,611,20193,1
3458,6/26/2020,8:00 AM,West Bengal,-,-,10190,606,15648,1
3459,6/26/2020,8:00 AM,Cases being reassigned to states,-,-,0,0,8123,1
3460,6/27/2020,8:00 AM,Andaman and Nicobar Islands,-,-,43,0,72,0
3461,6/27/2020,8:00 AM,Andhra Pradesh,-,-,5196,148,11489,1
3462,6/27/2020,8:00 AM,Arunachal Pradesh,-,-,42,1,172,1
3463,6/27/2020,8:00 AM,Assam,-,-,4259,9,6607,1
3464,6/27/2020,8:00 AM,Bihar,-,-,6762,58,8716,1
3465,6/27/2020,8:00 AM,Chandigarh,-,-,335,6,425,1
3466,6/27/2020,8:00 AM,Chhattisgarh,-,-,1914,13,2545,1
3467,6/27/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,41,0,163,1
3468,6/27/2020,8:00 AM,Delhi,-,-,47091,2492,77240,1
3469,6/27/2020,8:00 AM,Goa,-,-,370,2,1039,1
3470,6/27/2020,8:00 AM,Gujarat,-,-,22030,1771,30095,1
3471,6/27/2020,8:00 AM,Haryana,-,-,8016,211,12884,1
3472,6/27/2020,8:00 AM,Himachal Pradesh,-,-,502,9,864,1
3473,6/27/2020,8:00 AM,Jammu and Kashmir,-,-,4080,91,6762,1
3474,6/27/2020,8:00 AM,Jharkhand,-,-,1643,12,2290,1
3475,6/27/2020,8:00 AM,Karnataka,-,-,6916,180,11005,1
3476,6/27/2020,8:00 AM,Kerala,-,-,2008,22,3876,1
3477,6/27/2020,8:00 AM,Ladakh,-,-,358,1,946,1
3478,6/27/2020,8:00 AM,Madhya Pradesh,-,-,9804,546,12798,1
3479,6/27/2020,8:00 AM,Maharashtra,-,-,79815,7106,152765,1
3480,6/27/2020,8:00 AM,Manipur,-,-,393,0,1075,1
3481,6/27/2020,8:00 AM,Meghalaya,-,-,42,1,47,0
3482,6/27/2020,8:00 AM,Mizoram,-,-,30,0,145,1
3483,6/27/2020,8:00 AM,Nagaland,-,-,162,0,371,1
3484,6/27/2020,8:00 AM,Odisha,-,-,4422,17,6180,1
3485,6/27/2020,8:00 AM,Puducherry,-,-,187,9,502,1
3486,6/27/2020,8:00 AM,Punjab,-,-,3201,122,4957,1
3487,6/27/2020,8:00 AM,Rajasthan,-,-,13062,380,16660,1
3488,6/27/2020,8:00 AM,Sikkim,-,-,39,0,86,0
3489,6/27/2020,8:00 AM,Tamil Nadu,-,-,41357,957,74622,1
3490,6/27/2020,8:00 AM,Telengana,-,-,4766,237,12349,1
3491,6/27/2020,8:00 AM,Tripura,-,-,1055,1,1325,1
3492,6/27/2020,8:00 AM,Uttarakhand,-,-,1822,37,2725,1
3493,6/27/2020,8:00 AM,Uttar Pradesh,-,-,13583,630,20943,1
3494,6/27/2020,8:00 AM,West Bengal,-,-,10535,616,16190,1
3495,6/27/2020,8:00 AM,Cases being reassigned to states,-,-,0,0,8023,1
3496,6/28/2020,8:00 AM,Andaman and Nicobar Islands,-,-,43,0,72,0
3497,6/28/2020,8:00 AM,Andhra Pradesh,-,-,5480,157,12285,1
3498,6/28/2020,8:00 AM,Arunachal Pradesh,-,-,54,1,177,1
3499,6/28/2020,8:00 AM,Assam,-,-,4500,9,6816,1
3500,6/28/2020,8:00 AM,Bihar,-,-,6843,59,8931,1
3501,6/28/2020,8:00 AM,Chandigarh,-,-,335,6,428,1
3502,6/28/2020,8:00 AM,Chhattisgarh,-,-,1914,13,2545,1
3503,6/28/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,55,0,177,1
3504,6/28/2020,8:00 AM,Delhi,-,-,49301,2558,80188,1
3505,6/28/2020,8:00 AM,Goa,-,-,420,2,1128,1
3506,6/28/2020,8:00 AM,Gujarat,-,-,22409,1789,30709,1
3507,6/28/2020,8:00 AM,Haryana,-,-,8472,218,13427,1
3508,6/28/2020,8:00 AM,Himachal Pradesh,-,-,509,9,894,1
3509,6/28/2020,8:00 AM,Jammu and Kashmir,-,-,4225,93,6966,1
3510,6/28/2020,8:00 AM,Jharkhand,-,-,1724,12,2339,1
3511,6/28/2020,8:00 AM,Karnataka,-,-,7287,191,11923,1
3512,6/28/2020,8:00 AM,Kerala,-,-,2110,22,4071,1
3513,6/28/2020,8:00 AM,Ladakh,-,-,554,1,960,1
3514,6/28/2020,8:00 AM,Madhya Pradesh,-,-,9971,550,12965,1
3515,6/28/2020,8:00 AM,Maharashtra,-,-,84245,7273,159133,1
3516,6/28/2020,8:00 AM,Manipur,-,-,432,0,1092,1
3517,6/28/2020,8:00 AM,Meghalaya,-,-,42,1,47,0
3518,6/28/2020,8:00 AM,Mizoram,-,-,55,0,148,1
3519,6/28/2020,8:00 AM,Nagaland,-,-,164,0,387,1
3520,6/28/2020,8:00 AM,Odisha,-,-,4606,18,6350,1
3521,6/28/2020,8:00 AM,Puducherry,-,-,221,10,619,1
3522,6/28/2020,8:00 AM,Punjab,-,-,3320,128,5056,1
3523,6/28/2020,8:00 AM,Rajasthan,-,-,13367,391,16944,1
3524,6/28/2020,8:00 AM,Sikkim,-,-,46,0,87,0
3525,6/28/2020,8:00 AM,Tamil Nadu,-,-,44094,1025,78335,1
3526,6/28/2020,8:00 AM,Telengana,-,-,4928,243,13436,1
3527,6/28/2020,8:00 AM,Tripura,-,-,1071,1,1334,1
3528,6/28/2020,8:00 AM,Uttarakhand,-,-,1912,37,2791,1
3529,6/28/2020,8:00 AM,Uttar Pradesh,-,-,14215,649,21549,1
3530,6/28/2020,8:00 AM,West Bengal,-,-,10789,629,16711,1
3531,6/28/2020,8:00 AM,Cases being reassigned to states,-,-,0,0,7839,1
3532,6/29/2020,8:00 AM,Andaman and Nicobar Islands,-,-,45,0,76,0
3533,6/29/2020,8:00 AM,Andhra Pradesh,-,-,5908,169,13241,1
3534,6/29/2020,8:00 AM,Arunachal Pradesh,-,-,60,1,182,1
3535,6/29/2020,8:00 AM,Assam,-,-,5088,10,7206,1
3536,6/29/2020,8:00 AM,Bihar,-,-,7118,60,9212,1
3537,6/29/2020,8:00 AM,Chandigarh,-,-,336,6,429,1
3538,6/29/2020,8:00 AM,Chhattisgarh,-,-,2091,13,2662,1
3539,6/29/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,60,0,178,1
3540,6/29/2020,8:00 AM,Delhi,-,-,52607,2623,83077,1
3541,6/29/2020,8:00 AM,Goa,-,-,478,3,1198,1
3542,6/29/2020,8:00 AM,Gujarat,-,-,22800,1808,31320,1
3543,6/29/2020,8:00 AM,Haryana,-,-,8917,223,13829,1
3544,6/29/2020,8:00 AM,Himachal Pradesh,-,-,529,9,916,1
3545,6/29/2020,8:00 AM,Jammu and Kashmir,-,-,4316,94,7093,1
3546,6/29/2020,8:00 AM,Jharkhand,-,-,1793,12,2364,1
3547,6/29/2020,8:00 AM,Karnataka,-,-,7507,207,13190,1
3548,6/29/2020,8:00 AM,Kerala,-,-,2152,22,4189,1
3549,6/29/2020,8:00 AM,Ladakh,-,-,586,1,963,1
3550,6/29/2020,8:00 AM,Madhya Pradesh,-,-,10084,557,13186,1
3551,6/29/2020,8:00 AM,Maharashtra,-,-,86575,7429,164626,1
3552,6/29/2020,8:00 AM,Manipur,-,-,455,0,1185,1
3553,6/29/2020,8:00 AM,Meghalaya,-,-,42,1,47,0
3554,6/29/2020,8:00 AM,Mizoram,-,-,55,0,148,1
3555,6/29/2020,8:00 AM,Nagaland,-,-,164,0,415,1
3556,6/29/2020,8:00 AM,Odisha,-,-,4743,21,6614,1
3557,6/29/2020,8:00 AM,Puducherry,-,-,221,10,619,1
3558,6/29/2020,8:00 AM,Punjab,-,-,3526,133,5216,1
3559,6/29/2020,8:00 AM,Rajasthan,-,-,13611,399,17271,1
3560,6/29/2020,8:00 AM,Sikkim,-,-,49,0,88,0
3561,6/29/2020,8:00 AM,Tamil Nadu,-,-,45537,1079,82275,1
3562,6/29/2020,8:00 AM,Telengana,-,-,5172,247,14419,1
3563,6/29/2020,8:00 AM,Tripura,-,-,1079,1,1346,1
3564,6/29/2020,8:00 AM,Uttarakhand,-,-,2018,38,2823,1
3565,6/29/2020,8:00 AM,Uttar Pradesh,-,-,14808,660,22147,1
3566,6/29/2020,8:00 AM,West Bengal,-,-,11193,639,17283,1
3567,6/29/2020,8:00 AM,Cases being reassigned to states,-,-,0,0,7285,1
3568,6/30/2020,8:00 AM,Andaman and Nicobar Islands,-,-,46,0,90,0
3569,6/30/2020,8:00 AM,Andhra Pradesh,-,-,6232,180,13891,1
3570,6/30/2020,8:00 AM,Arunachal Pradesh,-,-,61,1,187,1
3571,6/30/2020,8:00 AM,Assam,-,-,5333,11,7752,1
3572,6/30/2020,8:00 AM,Bihar,-,-,7390,62,9640,1
3573,6/30/2020,8:00 AM,Chandigarh,-,-,349,6,435,1
3574,6/30/2020,8:00 AM,Chhattisgarh,-,-,2173,13,2761,1
3575,6/30/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,77,0,203,1
3576,6/30/2020,8:00 AM,Delhi,-,-,56235,2680,85161,1
3577,6/30/2020,8:00 AM,Goa,-,-,478,3,1198,1
3578,6/30/2020,8:00 AM,Gujarat,-,-,23240,1827,31938,1
3579,6/30/2020,8:00 AM,Haryana,-,-,9502,232,14210,1
3580,6/30/2020,8:00 AM,Himachal Pradesh,-,-,556,9,942,1
3581,6/30/2020,8:00 AM,Jammu and Kashmir,-,-,4585,95,7237,1
3582,6/30/2020,8:00 AM,Jharkhand,-,-,1845,15,2426,1
3583,6/30/2020,8:00 AM,Karnataka,-,-,7683,226,14295,1
3584,6/30/2020,8:00 AM,Kerala,-,-,2152,22,4189,1
3585,6/30/2020,8:00 AM,Ladakh,-,-,616,1,964,1
3586,6/30/2020,8:00 AM,Madhya Pradesh,-,-,10199,564,13370,1
3587,6/30/2020,8:00 AM,Maharashtra,-,-,88960,7610,169883,1
3588,6/30/2020,8:00 AM,Manipur,-,-,494,0,1227,1
3589,6/30/2020,8:00 AM,Meghalaya,-,-,42,1,47,0
3590,6/30/2020,8:00 AM,Mizoram,-,-,55,0,148,1
3591,6/30/2020,8:00 AM,Nagaland,-,-,168,0,434,1
3592,6/30/2020,8:00 AM,Odisha,-,-,4946,23,6859,1
3593,6/30/2020,8:00 AM,Puducherry,-,-,221,10,619,1
3594,6/30/2020,8:00 AM,Punjab,-,-,3764,138,5418,1
3595,6/30/2020,8:00 AM,Rajasthan,-,-,13618,405,17660,1
3596,6/30/2020,8:00 AM,Sikkim,-,-,50,0,88,0
3597,6/30/2020,8:00 AM,Tamil Nadu,-,-,47749,1141,86224,1
3598,6/30/2020,8:00 AM,Telengana,-,-,5582,253,15394,1
3599,6/30/2020,8:00 AM,Tripura,-,-,1085,1,1380,1
3600,6/30/2020,8:00 AM,Uttarakhand,-,-,2111,39,2831,1
3601,6/30/2020,8:00 AM,Uttar Pradesh,-,-,15506,672,22828,1
3602,6/30/2020,8:00 AM,West Bengal,-,-,11719,653,17907,1
3603,6/30/2020,8:00 AM,Cases being reassigned to states,-,-,0,0,7004,1
3604,7/1/2020,8:00 AM,Andaman and Nicobar Islands,-,-,50,0,97,0
3605,7/1/2020,8:00 AM,Andhra Pradesh,-,-,6511,187,14595,1
3606,7/1/2020,8:00 AM,Arunachal Pradesh,-,-,62,1,191,1
3607,7/1/2020,8:00 AM,Assam,-,-,5647,12,8227,1
3608,7/1/2020,8:00 AM,Bihar,-,-,7687,67,10043,1
3609,7/1/2020,8:00 AM,Chandigarh,-,-,364,6,440,1
3610,7/1/2020,8:00 AM,Chhattisgarh,-,-,2250,13,2860,1
3611,7/1/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,82,0,213,1
3612,7/1/2020,8:00 AM,Delhi,-,-,58348,2742,87360,1
3613,7/1/2020,8:00 AM,Goa,-,-,596,3,1315,1
3614,7/1/2020,8:00 AM,Gujarat,-,-,23662,1846,32557,1
3615,7/1/2020,8:00 AM,Haryana,-,-,9972,236,14548,1
3616,7/1/2020,8:00 AM,Himachal Pradesh,-,-,580,10,953,1
3617,7/1/2020,8:00 AM,Jammu and Kashmir,-,-,4722,101,7497,1
3618,7/1/2020,8:00 AM,Jharkhand,-,-,1884,15,2490,1
3619,7/1/2020,8:00 AM,Karnataka,-,-,7918,246,15242,1
3620,7/1/2020,8:00 AM,Kerala,-,-,2306,24,4442,1
3621,7/1/2020,8:00 AM,Ladakh,-,-,648,1,973,1
3622,7/1/2020,8:00 AM,Madhya Pradesh,-,-,10395,572,13593,1
3623,7/1/2020,8:00 AM,Maharashtra,-,-,90911,7855,174761,1
3624,7/1/2020,8:00 AM,Manipur,-,-,553,0,1234,1
3625,7/1/2020,8:00 AM,Meghalaya,-,-,42,1,52,0
3626,7/1/2020,8:00 AM,Mizoram,-,-,122,0,160,1
3627,7/1/2020,8:00 AM,Nagaland,-,-,168,0,459,1
3628,7/1/2020,8:00 AM,Odisha,-,-,5189,25,7065,1
3629,7/1/2020,8:00 AM,Puducherry,-,-,272,12,714,1
3630,7/1/2020,8:00 AM,Punjab,-,-,3867,144,5568,1
3631,7/1/2020,8:00 AM,Rajasthan,-,-,14220,413,18014,1
3632,7/1/2020,8:00 AM,Sikkim,-,-,52,0,89,0
3633,7/1/2020,8:00 AM,Tamil Nadu,-,-,50074,1201,90167,1
3634,7/1/2020,8:00 AM,Telengana,-,-,7294,260,16339,1
3635,7/1/2020,8:00 AM,Tripura,-,-,1086,1,1388,1
3636,7/1/2020,8:00 AM,Uttarakhand,-,-,2231,41,2881,1
3637,7/1/2020,8:00 AM,Uttar Pradesh,-,-,16084,697,23492,1
3638,7/1/2020,8:00 AM,West Bengal,-,-,12130,668,18559,1
3639,7/1/2020,8:00 AM,Cases being reassigned to states,-,-,0,0,6915,1
3640,7/2/2020,8:00 AM,Andaman and Nicobar Islands,-,-,50,0,100,0
3641,7/2/2020,8:00 AM,Andhra Pradesh,-,-,6988,193,15252,1
3642,7/2/2020,8:00 AM,Arunachal Pradesh,-,-,66,1,195,1
3643,7/2/2020,8:00 AM,Assam,-,-,5851,12,8582,1
3644,7/2/2020,8:00 AM,Bihar,-,-,7946,70,10249,1
3645,7/2/2020,8:00 AM,Chandigarh,-,-,367,6,446,1
3646,7/2/2020,8:00 AM,Chhattisgarh,-,-,2303,14,2940,1
3647,7/2/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,86,0,215,1
3648,7/2/2020,8:00 AM,Delhi,-,-,59992,2803,89802,1
3649,7/2/2020,8:00 AM,Goa,-,-,670,4,1387,1
3650,7/2/2020,8:00 AM,Gujarat,-,-,24030,1867,33232,1
3651,7/2/2020,8:00 AM,Haryana,-,-,10499,240,14941,1
3652,7/2/2020,8:00 AM,Himachal Pradesh,-,-,614,10,979,1
3653,7/2/2020,8:00 AM,Jammu and Kashmir,-,-,4856,105,7695,1
3654,7/2/2020,8:00 AM,Jharkhand,-,-,1931,15,2521,1
3655,7/2/2020,8:00 AM,Karnataka,-,-,8063,253,16514,1
3656,7/2/2020,8:00 AM,Kerala,-,-,2439,24,4593,1
3657,7/2/2020,8:00 AM,Ladakh,-,-,694,1,990,1
3658,7/2/2020,8:00 AM,Madhya Pradesh,-,-,10655,581,13861,1
3659,7/2/2020,8:00 AM,Maharashtra,-,-,93154,8053,180298,1
3660,7/2/2020,8:00 AM,Manipur,-,-,579,0,1260,1
3661,7/2/2020,8:00 AM,Meghalaya,-,-,42,1,52,0
3662,7/2/2020,8:00 AM,Mizoram,-,-,123,0,160,1
3663,7/2/2020,8:00 AM,Nagaland,-,-,168,0,459,1
3664,7/2/2020,8:00 AM,Odisha,-,-,5353,25,7316,1
3665,7/2/2020,8:00 AM,Puducherry,-,-,272,12,714,1
3666,7/2/2020,8:00 AM,Punjab,-,-,3867,149,5668,1
3667,7/2/2020,8:00 AM,Rajasthan,-,-,14574,421,18312,1
3668,7/2/2020,8:00 AM,Sikkim,-,-,53,0,101,1
3669,7/2/2020,8:00 AM,Tamil Nadu,-,-,52926,1264,94049,1
3670,7/2/2020,8:00 AM,Telengana,-,-,8082,267,17357,1
3671,7/2/2020,8:00 AM,Tripura,-,-,1093,1,1396,1
3672,7/2/2020,8:00 AM,Uttarakhand,-,-,2317,41,2947,1
3673,7/2/2020,8:00 AM,Uttar Pradesh,-,-,16629,718,24056,1
3674,7/2/2020,8:00 AM,West Bengal,-,-,12528,683,19170,1
3675,7/2/2020,8:00 AM,Cases being reassigned to states,-,-,0,0,6832,1
3676,7/3/2020,8:00 AM,Andaman and Nicobar Islands,-,-,51,0,109,1
3677,7/3/2020,8:00 AM,Andhra Pradesh,-,-,7313,198,16097,1
3678,7/3/2020,8:00 AM,Arunachal Pradesh,-,-,66,1,195,1
3679,7/3/2020,8:00 AM,Assam,-,-,6106,12,9013,1
3680,7/3/2020,8:00 AM,Bihar,-,-,8020,77,10471,1
3681,7/3/2020,8:00 AM,Chandigarh,-,-,389,6,450,1
3682,7/3/2020,8:00 AM,Chhattisgarh,-,-,2385,14,3013,1
3683,7/3/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,89,0,230,1
3684,7/3/2020,8:00 AM,Delhi,-,-,63007,2864,92175,1
3685,7/3/2020,8:00 AM,Goa,-,-,734,4,1482,1
3686,7/3/2020,8:00 AM,Gujarat,-,-,24593,1886,33913,1
3687,7/3/2020,8:00 AM,Haryana,-,-,11019,251,15509,1
3688,7/3/2020,8:00 AM,Himachal Pradesh,-,-,628,10,1014,1
3689,7/3/2020,8:00 AM,Jammu and Kashmir,-,-,4974,115,7849,1
3690,7/3/2020,8:00 AM,Jharkhand,-,-,1983,15,2584,1
3691,7/3/2020,8:00 AM,Karnataka,-,-,8334,272,18016,1
3692,7/3/2020,8:00 AM,Kerala,-,-,2640,25,4753,1
3693,7/3/2020,8:00 AM,Ladakh,-,-,730,1,990,1
3694,7/3/2020,8:00 AM,Madhya Pradesh,-,-,10815,589,14106,1
3695,7/3/2020,8:00 AM,Maharashtra,-,-,101172,8178,186626,1
3696,7/3/2020,8:00 AM,Manipur,-,-,617,0,1279,1
3697,7/3/2020,8:00 AM,Meghalaya,-,-,42,1,56,0
3698,7/3/2020,8:00 AM,Mizoram,-,-,126,0,162,1
3699,7/3/2020,8:00 AM,Nagaland,-,-,182,0,501,1
3700,7/3/2020,8:00 AM,Odisha,-,-,5502,27,7545,1
3701,7/3/2020,8:00 AM,Puducherry,-,-,331,12,802,1
3702,7/3/2020,8:00 AM,Punjab,-,-,4144,152,5784,1
3703,7/3/2020,8:00 AM,Rajasthan,-,-,14948,430,18662,1
3704,7/3/2020,8:00 AM,Sikkim,-,-,53,0,102,1
3705,7/3/2020,8:00 AM,Tamil Nadu,-,-,56021,1321,98392,1
3706,7/3/2020,8:00 AM,Telengana,-,-,9069,275,18570,1
3707,7/3/2020,8:00 AM,Tripura,-,-,1146,1,1435,1
3708,7/3/2020,8:00 AM,Uttarakhand,-,-,2405,42,2984,1
3709,7/3/2020,8:00 AM,Uttar Pradesh,-,-,17221,735,24825,1
3710,7/3/2020,8:00 AM,West Bengal,-,-,13037,699,19819,1
3711,7/3/2020,8:00 AM,Cases being reassigned to states,-,-,0,0,6031,1
3712,7/4/2020,8:00 AM,Andaman and Nicobar Islands,-,-,54,0,116,1
3713,7/4/2020,8:00 AM,Andhra Pradesh,-,-,7632,206,16934,1
3714,7/4/2020,8:00 AM,Arunachal Pradesh,-,-,75,1,252,1
3715,7/4/2020,8:00 AM,Assam,-,-,6349,14,9673,1
3716,7/4/2020,8:00 AM,Bihar,-,-,8214,80,10954,1
3717,7/4/2020,8:00 AM,Chandigarh,-,-,393,6,457,1
3718,7/4/2020,8:00 AM,Chhattisgarh,-,-,2437,14,3065,1
3719,7/4/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,96,0,257,1
3720,7/4/2020,8:00 AM,Delhi,-,-,65624,2923,94695,1
3721,7/4/2020,8:00 AM,Goa,-,-,734,4,1482,1
3722,7/4/2020,8:00 AM,Gujarat,-,-,24933,1904,34600,1
3723,7/4/2020,8:00 AM,Haryana,-,-,11691,255,16003,1
3724,7/4/2020,8:00 AM,Himachal Pradesh,-,-,667,10,1033,1
3725,7/4/2020,8:00 AM,Jammu and Kashmir,-,-,5075,119,8019,1
3726,7/4/2020,8:00 AM,Jharkhand,-,-,2001,15,2695,1
3727,7/4/2020,8:00 AM,Karnataka,-,-,8805,293,19710,1
3728,7/4/2020,8:00 AM,Kerala,-,-,2841,25,4964,1
3729,7/4/2020,8:00 AM,Ladakh,-,-,777,1,1001,1
3730,7/4/2020,8:00 AM,Madhya Pradesh,-,-,11049,593,14297,1
3731,7/4/2020,8:00 AM,Maharashtra,-,-,104687,8376,192990,1
3732,7/4/2020,8:00 AM,Manipur,-,-,639,0,1316,1
3733,7/4/2020,8:00 AM,Meghalaya,-,-,43,1,62,0
3734,7/4/2020,8:00 AM,Mizoram,-,-,126,0,162,1
3735,7/4/2020,8:00 AM,Nagaland,-,-,228,0,539,1
3736,7/4/2020,8:00 AM,Odisha,-,-,5705,29,8106,1
3737,7/4/2020,8:00 AM,Puducherry,-,-,331,12,802,1
3738,7/4/2020,8:00 AM,Punjab,-,-,4266,157,5937,1
3739,7/4/2020,8:00 AM,Rajasthan,-,-,15281,440,19052,1
3740,7/4/2020,8:00 AM,Sikkim,-,-,53,0,102,1
3741,7/4/2020,8:00 AM,Tamil Nadu,-,-,58378,1385,102721,1
3742,7/4/2020,8:00 AM,Telengana,-,-,10195,283,20462,1
3743,7/4/2020,8:00 AM,Tripura,-,-,1199,1,1525,1
3744,7/4/2020,8:00 AM,Uttarakhand,-,-,2481,42,3048,1
3745,7/4/2020,8:00 AM,Uttar Pradesh,-,-,17597,749,25797,1
3746,7/4/2020,8:00 AM,West Bengal,-,-,13571,717,20488,1
3747,7/4/2020,8:00 AM,Cases being reassigned to states,-,-,0,0,4999,1
3748,7/5/2020,8:00 AM,Andaman and Nicobar Islands,-,-,66,0,119,1
3749,7/5/2020,8:00 AM,Andhra Pradesh,-,-,8008,218,17699,1
3750,7/5/2020,8:00 AM,Arunachal Pradesh,-,-,76,1,259,1
3751,7/5/2020,8:00 AM,Assam,-,-,6657,14,10668,1
3752,7/5/2020,8:00 AM,Bihar,-,-,8686,89,11700,1
3753,7/5/2020,8:00 AM,Chandigarh,-,-,395,6,460,1
3754,7/5/2020,8:00 AM,Chhattisgarh,-,-,2549,14,3161,1
3755,7/5/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,96,0,271,1
3756,7/5/2020,8:00 AM,Delhi,-,-,68256,3004,97200,1
3757,7/5/2020,8:00 AM,Goa,-,-,825,6,1684,1
3758,7/5/2020,8:00 AM,Gujarat,-,-,25406,1925,35312,1
3759,7/5/2020,8:00 AM,Haryana,-,-,12257,260,16548,1
3760,7/5/2020,8:00 AM,Himachal Pradesh,-,-,704,11,1046,1
3761,7/5/2020,8:00 AM,Jammu and Kashmir,-,-,5143,127,8246,1
3762,7/5/2020,8:00 AM,Jharkhand,-,-,2035,17,2739,1
3763,7/5/2020,8:00 AM,Karnataka,-,-,9244,335,21549,1
3764,7/5/2020,8:00 AM,Kerala,-,-,3048,25,5204,1
3765,7/5/2020,8:00 AM,Ladakh,-,-,826,1,1005,1
3766,7/5/2020,8:00 AM,Madhya Pradesh,-,-,11234,598,14604,1
3767,7/5/2020,8:00 AM,Maharashtra,-,-,108082,8671,200064,1
3768,7/5/2020,8:00 AM,Manipur,-,-,667,0,1325,1
3769,7/5/2020,8:00 AM,Meghalaya,-,-,43,1,62,0
3770,7/5/2020,8:00 AM,Mizoram,-,-,130,0,164,1
3771,7/5/2020,8:00 AM,Nagaland,-,-,228,0,563,1
3772,7/5/2020,8:00 AM,Odisha,-,-,5934,34,8601,1
3773,7/5/2020,8:00 AM,Puducherry,-,-,331,12,802,1
3774,7/5/2020,8:00 AM,Punjab,-,-,4306,162,6109,1
3775,7/5/2020,8:00 AM,Rajasthan,-,-,15640,447,19532,1
3776,7/5/2020,8:00 AM,Sikkim,-,-,58,0,103,1
3777,7/5/2020,8:00 AM,Tamil Nadu,-,-,60592,1450,107001,1
3778,7/5/2020,8:00 AM,Telengana,-,-,11537,288,22312,1
3779,7/5/2020,8:00 AM,Tripura,-,-,1202,1,1546,1
3780,7/5/2020,8:00 AM,Uttarakhand,-,-,2502,42,3093,1
3781,7/5/2020,8:00 AM,Uttar Pradesh,-,-,18154,773,26554,1
3782,7/5/2020,8:00 AM,West Bengal,-,-,14166,736,21231,1
3783,7/5/2020,8:00 AM,Cases being reassigned to states,-,-,0,0,4629,1
3784,7/6/2020,8:00 AM,Andaman and Nicobar Islands,-,-,72,0,125,1
3785,7/6/2020,8:00 AM,Andhra Pradesh,-,-,8422,232,18697,1
3786,7/6/2020,8:00 AM,Arunachal Pradesh,-,-,78,1,269,1
3787,7/6/2020,8:00 AM,Assam,-,-,7125,14,11388,1
3788,7/6/2020,8:00 AM,Bihar,-,-,8765,95,11876,1
3789,7/6/2020,8:00 AM,Chandigarh,-,-,395,6,466,1
3790,7/6/2020,8:00 AM,Chhattisgarh,-,-,2601,14,3207,1
3791,7/6/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,106,0,271,1
3792,7/6/2020,8:00 AM,Delhi,-,-,71339,3067,99444,1
3793,7/6/2020,8:00 AM,Goa,-,-,936,7,1761,1
